SEMAFORO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CONDUCT_mS/cm,SDT_M_mg/L,FLUORUROS_mg/L,DUR_mg/L,COLI_FEC_NMP/100_mL,N_NO3_mg/L,AS_TOT_mg/L,CD_TOT_mg/L,CR_TOT_mg/L,HG_TOT_mg/L,PB_TOT_mg/L,MN_TOT_mg/L,FE_TOT_mg/L,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
1,POZO VILLA DEL REAL,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.01328,29.15153,194.48,1011,495.6,0.9518,206.3568,218,7.935112,0.012,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO BAGOTES Z12,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.12072,29.09646,197.58,699,396,0.4917,200.9294,1,2.128046,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,EL REAL DEL CATORCE,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.05556,28.96157,193.375,632,333.8,0.3976,130.9572,1,0.676175,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0288,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,HACIENDA DE LA FLOR,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.94133,29.07231,341.445,1328,763.6,1.0584,337.314,1,8.956645,0.0355,0.0029,0.0092,0.00049,0.0049,0.0038,0.1613,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,POZO VIVEROS DE CESUES,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.85297,29.1707,90.61,1313,827,3.8988,198.42,201,2.676841,0.0327,0.0029,0.0163,0.00049,0.0049,0.0014,0.0599,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,EL CAMPITO,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.83528,29.08897,271.83,1228,713.4,0.5657,356.688,241,14.828069,0.0181,0.0029,0.0049,0.00049,0.0049,0.0017,0.0983,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
3,POZO NO. 12V,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.87231,29.1931,123.76,875,234.4,2.7379,19,1,3.527611,0.0291,0.0029,0.0049,0.00049,0.0049,0.0036,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,LAS NORIAS,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.63302,29.04896,253.045,656,320.4,0.4675,222.2304,1722,5.613428,0.0223,0.0029,0.0049,0.00049,0.0049,0.0064,0.0319,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,RANCHO CERRO DE LAS HORMIGAS,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.75323,29.19417,353.6,908,550.8,0.4523,311.1112,1,0.41033,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0346,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,TECORIPA,NOROESTE,SONORA,LA COLORADA,RIO TECORIPA,POZO,-109.95654,28.62613,327.45,687,378.6,0.3859,266.5796,1,0.994404,0.009,0.0029,0.0049,0.00049,0.0049,0.0022,0.0311,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO TEPACHE,NOROESTE,SONORA,TEPACHE,RIO MOCTEZUMA,POZO,-109.53619,29.53688,258.72,751,454,0.3263,250.7148,41,3.387794,0.009,0.0029,0.0049,0.00049,0.0049,0.0031,0.0413,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO DIVISADEROS,NOROESTE,SONORA,DIVISADEROS,RIO MOCTEZUMA,POZO,-109.47377,29.62448,259.84,757,417.8,1.7233,19,1,1.244513,0.009,0.0029,0.0222,0.00049,0.0049,0.0014,0.0346,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,VIÑEDO LOS ARROYOS,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.72465,29.12727,172.38,546,333.4,0.6558,97.2258,908,1.526874,0.009,0.0029,0.0208,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,CAMPO SAN JOSE,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.7881,29.10249,154.7,564,369.8,0.5417,119.052,110,4.992207,0.009,0.0029,0.0292,0.00049,0.0049,0.0014,0.0724,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO SANTA ANA,NOROESTE,SONORA,SANTA ANA,MAGDALENA,POZO,-111.11664,30.5497,260.96,724,470.8,0.9627,228.827,1,1.193496,0.0103,0.0029,0.0049,0.00049,0.0049,0.0022,0.0415,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,PILA LOMA DE GUADALUPE,NOROESTE,SONORA,ALAMOS,CUCHUJAQUI,POZO,-108.93771,27.02193,206.46,492,274.2,0.4268,175.296,432,1.856013,0.009,0.0029,0.0049,0.00049,0.046,0.0019,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,POZO LA AURORA,NOROESTE,SONORA,ALAMOS,SAN BERNARDO,POZO,-108.9527,27.03958,198.69,533,283,0.533,171.0884,313,1.382108,0.009,0.0029,0.0049,0.00049,0.0049,0.0182,0.0728,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,COICOBA-JAMBIOLABAMPO,NOROESTE,SONORA,HUATABAMPO,VALLE DEL MAYO,POZO,-109.35634,26.74182,277.5,3900,3119.3333,0.3181,1079.664,1,4.583648,0.009,0.0029,0.0049,0.00049,0.0049,0.0028,0.0564,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
1,POZO #2 ETCHOJOA,NOROESTE,SONORA,ETCHOJOA,VALLE DEL MAYO,POZO,-109.64116,26.9182,190.53,1717,973.8,0.2299,321.1306,1,6.694728,0.009,0.0029,0.0049,0.00073,0.0049,0.0046,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO 504,NOROESTE,SONORA,CAJEME,VALLE DEL YAQUI,POZO,-109.95354,27.22643,120.45,2086,1349.6667,0.2522,484.056,1,1.400089,0.009,0.0029,0.0303,0.00049,0.0049,0.0019,0.024,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO BACUM,NOROESTE,SONORA,BACUM,VALLE DEL YAQUI,POZO,-110.07716,27.54914,303.03,1998,1244.2,0.284,676.396,10,0.107338,0.0165,0.0029,0.0049,0.00049,0.0049,1.557,1.057,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
1,POZO PUEBLO YAQUI POZO NO. 3,NOROESTE,SONORA,CAJEME,VALLE DEL YAQUI,POZO,-110.04506,27.35044,124.83,1174,645,0.2481,245.016,1,0.852089,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,GRUPO GAMEZ,NOROESTE,SONORA,GUAYMAS,VALLE DEL YAQUI,POZO,-110.20887,27.55372,301.92,1084,635.2,0.3449,338.198,10,0.524962,0.009,0.0029,0.0049,0.00049,0.0049,0.6992,0.1002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2,POZO SAN JOSE BACUM,NOROESTE,SONORA,BACUM,VALLE DEL YAQUI,POZO,-110.14316,27.51951,334.11,1260,817.6,0.2672,519.2334,1,0.047198,0.009,0.0029,0.0049,0.00049,0.0049,1.213,0.2177,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
1,CABORA,NOROESTE,SONORA,QUIRIEGO,COCORAQUE,POZO,-109.55175,27.43473,360.75,945,533.8,0.3709,286.5312,108,1.368587,0.009,0.0029,0.0068,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,EJIDO EL SABINO,NOROESTE,SONORA,QUIRIEGO,COCORAQUE,POZO,-109.50509,27.79186,394.2,900,491.6,0.3405,329.109,1464,4.063419,0.009,0.0029,0.0049,0.00049,0.0049,0.0422,0.0626,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
3,POZO TESOPACO,NOROESTE,SONORA,ROSARIO,ROSARIO-TESOPACO-EL QUIRIEGO,POZO,-109.37109,27.83808,316.455,950,566.4,0.2742,339.082,31,14.10943,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,POZO CASA BLANCA,NOROESTE,SONORA,CAJEME,VALLE DEL YAQUI,POZO,-109.98356,27.49006,228.66,1112,629.2,0.2895,302.784,1,2.067332,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO SAN MIGUEL DE HORCASITAS,NOROESTE,SONORA,SAN MIGUEL DE HORCASITAS,RIO SAN MIGUEL,POZO,-110.72807,29.48865,233.155,753,586.8,0.4618,265.8828,1,6.072245,0.0112,0.0029,0.0049,0.00049,0.0049,0.0014,0.0491,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO 122,NOROESTE,SONORA,GUAYMAS,VALLE DE GUAYMAS,POZO,-110.67577,28.24131,220.89,874,401.2,1.4565,93.5206,1,7.100729,0.0157,0.0029,0.0071,0.00049,0.0049,0.0034,0.0414,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO NO. 1 BOCA ABIERTA,NOROESTE,SONORA,EMPALME,VALLE DE GUAYMAS,POZO,-110.54756,27.96825,135.78,805,443.6667,0.681,109.56,1,1.482255,0.009,0.0029,0.007,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO 2 BIS,NOROESTE,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,POZO,-110.90689,27.99206,118.235,5100,3771.2,0.6027,1177.0704,10,5.837131,0.009,0.0029,0.01,0.00189,0.0049,0.0014,0.0704,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
1,POZO EL VALIENTE,NOROESTE,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,POZO,-110.91963,28.05193,154.7,675,352.8,0.9136,59.448,1,4.618484,0.0118,0.0029,0.014,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,LOS ARRIEROS,NOROESTE,SONORA,GUAYMAS,SAHUARAL,POZO,-111.04355,28.3203,117.13,660,327.8,0.8273,79.264,52,5.791571,0.0194,0.0029,0.0088,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO EL DESTIERRO,NOROESTE,SONORA,GUAYMAS,VALLE DE GUAYMAS,POZO,-110.68851,28.29499,201.11,742,384.6,1.9874,83.3364,1,2.783053,0.0135,0.0029,0.0075,0.00049,0.0049,0.0051,0.3208,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
1,LA COLORADA,NOROESTE,SONORA,LA COLORADA,VALLE DE GUAYMAS,POZO,-110.5811,28.79964,258.63,805,433,0.8004,282.4948,1,6.920794,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO CARBO,NOROESTE,SONORA,CARBO,RIO ZANJON,POZO,-110.95433,29.68917,207.1,510,335.8,0.4263,130.9572,1,2.624663,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,EL VERANITO,NOROESTE,SONORA,ALAMOS,VALLE DEL MAYO,POZO,-109.23479,26.96844,319.68,961,567.4,0.4621,344.1662,20,7.693514,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,SIREBAMPO,NOROESTE,SONORA,HUATABAMPO,FUERTE-MAYO,POZO,-109.23692,26.63968,213.12,701,337.3333,0.3016,93.624,1,0.853905,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO DIF,NOROESTE,SONORA,ALAMOS,CUCHUJAQUI,POZO,-108.94231,27.0255,268.62,695,414.8,0.6841,258.622,231,6.069154,0.009,0.0029,0.0049,0.00049,0.0049,0.0016,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,AGIABAMPO,NOROESTE,SONORA,HUATABAMPO,FUERTE-MAYO,POZO,-109.1386,26.36403,89.91,312,155.4,0.2456,77.6022,620,0.03585,0.009,0.0029,0.0049,0.00049,0.0049,0.0365,0.7191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,POZO EJIDO TENIENTE JUAN DE LA BARRERA,NOROESTE,SONORA,HUATABAMPO,FUERTE-MAYO,POZO,-109.08665,26.41087,71.04,268,129.6,0.2426,77.6022,1,0.040184,0.009,0.0029,0.0049,0.00049,0.0049,0.0181,0.2353,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,CAMPO J. F. KENNEDY,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.313056,31.5994,,1281,1210,4.5144,118.2771,1,5.555324,0.0108,0.0029,0.0117,0.00049,0.0049,0.0014,0.024,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,OOMAPAS No. 5,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.31117,31.583167,181.83,1148,1094,6.0882,60.576,1,8.320646,0.009,0.0029,0.0307,0.00049,0.0049,0.0014,0.0392,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,OOMAPAS No 2,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.38027,31.48255,292.6,1106,1016,5.1867,61.5883,1,0.885459,0.0296,0.0029,0.0049,0.00049,0.0049,0.0332,0.7742,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
3,OOMAPAS 5 PEÑASCO,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.397778,31.483056,227,1170,1176,3.9579,73.7359,1100,1.627127,0.0202,0.0029,0.0067,0.00049,0.0049,0.0044,0.1854,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
3,OOMAPAS 6 PEÑASCO,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.393333,31.482694,229,1173,980,4.1817,80.822,1,1.710679,0.0203,0.0029,0.0085,0.00049,0.0049,0.0062,0.0911,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,EJIDO CAMPODONICO,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-113.011667,30.955389,238.26,970,942,4.4292,245.9889,1,1.453934,0.0303,0.0029,0.0058,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,SAN MANUEL,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-112.9422,30.63,159.885,905,1118,0.5202,488.7789,460,26.942074,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,EJIDO LA PRIMAVERA,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-112.323444,30.496028,229.9,541,540,1.1729,102.0803,1,2.149211,0.009,0.0029,0.014,0.00049,0.0049,0.0023,0.0321,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,EL VENTARRON,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-112.164167,30.703528,264.385,705,728,0.7573,262.4287,1,7.873105,0.0438,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,POZO QUITOVAC,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-112.750556,31.515833,323,1047,1092,1.6844,290.3276,1,3.506819,0.0579,0.0029,0.0075,0.00049,0.0049,0.0047,0.0365,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,PUBLICO URBANO SONOITA,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-112.8298,31.8692,164,872,912,4.1809,193.1873,1,9.554971,0.0108,0.0029,0.0145,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,EJIDO PAPAGOS,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-112.882705,31.886913,752,2230,2592,15.4243,237.7285,4,11.047141,0.0232,0.0029,0.005,0.00049,0.0049,0.0204,0.0724,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
3,CERRO COLORADO,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-113.108056,31.939167,287,1163,1112,5.5898,176.9905,9,2.06949,0.011,0.0029,0.007,0.00049,0.0049,0.0049,0.3524,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
1,CAMPO CORPUS,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.64552,28.86665,156.91,721,378.8,0.2247,196.4358,1,3.791643,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,CAMPO SAN ENRIQUE,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.63597,28.84804,145.86,1439,982.4,0.2267,448.4292,1,11.700844,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0304,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
3,POZO CAMPO TODOS SANTOS,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.38788,28.68438,155.805,570,306.2,0.299,164.6886,17329,5.249334,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0313,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
3,CAMPO LOS APACHES,NOROESTE,SONORA,HERMOSILLO,SAHUARAL,POZO,-111.22335,28.31952,100.555,2166,911.2,2.5625,130.7856,1,4.942184,0.0239,0.0029,0.0122,0.00049,0.0049,0.0162,1.031,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
1,LA MORA,NOROESTE,SONORA,BANAMICHI,RIO SONORA,POZO,-110.2048,29.97765,303.52,900,693,0.646,347.2201,1,3.354095,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0439,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,SAN FELIPE DE JESUS,NOROESTE,SONORA,SAN FELIPE DE JESUS,RIO SONORA,POZO,-110.24974,29.85496,82.88,295,204.2,0.4369,114.4135,1,1.756007,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,BAVIACORA 1,NOROESTE,SONORA,BAVIACORA,RIO SONORA,POZO,-110.15437,29.71359,174.72,777,498.6,0.3486,253.6995,1,1.775496,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,EL MAZOCAHUI,NOROESTE,SONORA,BAVIACORA,RIO SONORA,POZO,-110.11926,29.53365,327.04,1535,1199.6,0.698,532.2715,1,13.590907,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
3,URES.,NOROESTE,SONORA,URES,RIO SONORA,POZO,-110.38294,29.42405,202.72,767,479,3.6349,190.0259,1,5.602367,0.009,0.0029,0.0056,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,TOPAHUE,NOROESTE,SONORA,HERMOSILLO,RIO SONORA,POZO,-110.62928,29.26547,254.24,1439,1142.6,0.4723,464.6183,1,3.427041,0.0108,0.0029,0.0049,0.00049,0.0049,0.0017,0.0316,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,EL MOLINITO,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.75911,29.20333,337.12,941,616,0.8062,243.7505,1,2.112783,0.0152,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO SR1A (CNA 105),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN RAFAEL,Pozo,-116.087167,31.096444,189.145,1470,2508,0.3628,1030.541,9,0.043653,0.009,0.0029,0.0049,0.00049,0.0049,0.4708,0.1672,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1
3,MANEADERO 1 (POZO SALON EJIDAL),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,MANEADERO,POZO,-116.578519,31.728857,272.745,2100,3624,0.7371,1419.8417,1,31.540491,0.009,0.0029,0.0049,0.00254,0.0049,0.0087,0.0815,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1
3,MANEADERO 3 (POZO CESPE),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,MANEADERO,POZO,-116.572811,31.756832,200.64,1033,1244,2.2562,448.1699,1,6.278739,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,OJOS NEGROS 1 (POZO 04A-CNA- B4),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,OJOS NEGROS,POZO,-116.225506,31.937644,182.875,302,380,0.7093,216.2825,1,0.924348,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,OJOS NEGROS 3 (POZO CNA 60/08),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,OJOS NEGROS,POZO,-116.197794,31.907726,194.37,898,1292,0.2614,496.3497,1100,5.692375,0.009,0.0029,0.0049,0.00049,0.0049,0.0113,0.0998,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2,ENSENADA 1 (POZO CESPE),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA,POZO,-116.603028,31.846055,191.235,6900,10196,0.9022,3810.6922,1,5.364292,0.009,0.0029,0.0049,0.00084,0.0049,0.0072,0.0389,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
1,ENSENADA 3 (POZO CALLE 11 Y BLANCARTE),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,ENSENADA,POZO,-116.616778,31.869277,280.06,,1160,0.3016,383.3319,1,8.650032,0.009,0.0029,0.0049,0.0007,0.0049,0.0014,0.024,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO NO. 273,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,GUADALUPE,POZO,-116.501111,32.110833,217.36,596,848,0.6176,362.6165,93,0.667926,0.009,0.0029,0.0049,0.00049,0.0049,0.003,0.0767,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO NO. 160,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,GUADALUPE,POZO,-116.593639,32.084111,311.41,1297,1900,1.2527,706.0002,23,8.711668,0.009,0.0029,0.0049,0.00052,0.0049,0.0366,0.7754,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
2,NORIA NO. 22,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,GUADALUPE,POZO,-116.66425,32.04725,357.39,1970,3100,0.9869,1188.9297,23,3.419947,0.009,0.0029,0.0049,0.00065,0.0049,0.6061,0.1442,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1
2,POZO SR-2 (CESPE),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN RAFAEL,POZO,-116.150528,31.114528,242.44,1520,1992,0.735,883.0756,1,1.411543,0.009,0.0029,0.0049,0.00049,0.0049,0.0085,0.0337,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO SR - 1 (EJIDO BENITO JUAREZ),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN RAFAEL,POZO,-116.085944,31.097745,182.875,1480,2488,0.3043,1085.1578,1,0.544644,0.009,0.0029,0.0049,0.00049,0.0049,1.001,0.0758,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1
2,POZO SR-3 (POZO CNA-04-PC),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN RAFAEL,POZO,-116.247378,31.013624,266.475,1520,2028,0.4225,826.1181,23,1.388818,0.009,0.0029,0.0049,0.00049,0.0049,0.0399,0.3978,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0
2,CAMALU 1 (POZO No 2),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,CAMALU,POZO,-116.036861,30.807972,157.08,5100,3694,0.5059,1968.0313,1,3.769762,0.009,0.0029,0.0049,0.00049,0.0049,0.0187,0.144,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
1,CAMALU 3 (POZO CNA2B),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,CAMALU,POZO,-116.044586,30.857222,65.79,668,386,0.19,149.6847,4,0.044078,0.009,0.0029,0.0049,0.00049,0.0049,0.0202,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO VG-1 (CNA-19),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,COLONIA VICENTE GUERRERO,POZO,-115.926332,30.768832,185.64,870,520,0.6584,244.6512,1,0.125118,0.009,0.0029,0.0049,0.00049,0.0049,0.01,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO VG-2 (CNA-04A-001),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,COLONIA VICENTE GUERRERO,POZO,-115.956988,30.755786,134.64,1529,972,0.8492,413.7507,1,3.492451,0.009,0.0029,0.0049,0.00049,0.0049,0.0104,0.0492,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO VG-3A (CNA-150),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,COLONIA VICENTE GUERRERO,POZO,-116.011263,30.728562,104,1288,2136,0.2168,961.3611,43,102.299497,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1
