SEMAFORO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CONDUCT_mS/cm,SDT_M_mg/L,FLUORUROS_mg/L,DUR_mg/L,COLI_FEC_NMP/100_mL,N_NO3_mg/L,AS_TOT_mg/L,CD_TOT_mg/L,CR_TOT_mg/L,HG_TOT_mg/L,PB_TOT_mg/L,MN_TOT_mg/L,FE_TOT_mg/L,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
1,POZO SAN GIL,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,ASIENTOS,VALLE DE CHICALOTE,POZO,-102.0221,22.20887,229.99,940,603.6,0.9766,213.732,1,4.184656,0.0161,0.0029,0.0049,0.00049,0.0049,0.0014,0.0891,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO R013 CAÑADA HONDA,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,AGUASCALIENTES,VALLE DE CHICALOTE,POZO,-102.20075,21.99958,231.99,608,445.4,0.9298,185.0514,1,5.75011,0.0134,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO COSIO,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,COSIO,VALLE DE AGUASCALIENTES,POZO,-102.28801,22.36685,204.92,532,342,1.8045,120.719,1,1.449803,0.037,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1,POZO EL SALITRILLO,LERMA SANTIAGO PACIFICO,AGUASCALIENTES,RINCON DE ROMOS,VALLE DE AGUASCALIENTES,POZO,-102.29449,22.18435,327,686,478.6,1.1229,199.879,1,1.258597,0.0154,0.0029,0.005,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,RANCHO EL TECOLOTE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,POZO,-110.2448,23.45138,309.885,1841,1179,0.2343,476.9872,291,15.672251,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
3,POZO A.P. CNA 7 (ANTES POZO A.P. CNA 6),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,POZO,-110.22067,23.46493,224.475,570.3,554.8,0.2756,201.8784,6131,8.55574,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,"POZO 26, SAN JUAN",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,POZO,-110.21396,23.4746,203.67,531,278.8,0.289,166.2528,110,4.68647,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,VICTOR HUGO CESEÑA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,POZO,-109.907306,22.8905,350.76,2253.3,1160.2,0.5607,269.1712,798,27.600998,0.009,0.0029,0.0049,0.00049,0.0049,0.0041,0.0692,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
1,LAS PARRITAS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,POZO,-110.088778,23.799861,343.655,1114,672,0.3421,403.8482,146,1.877325,0.009,0.0029,0.0049,0.00049,0.0049,0.0113,0.1615,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,SAN ANTONIO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-110.054722,23.824722,332.605,1703,1017.8,0.5088,559.0214,3873,0.143061,0.3558,0.0029,0.0049,0.00049,0.0049,1.167,14.06,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0
1,AGUA AMARGA Y SAN PEDRO MEXICO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.907091,23.94632,136.53,1329,671.2,0.4925,222.8128,355,5.625327,0.009,0.0029,0.0053,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,EL TRIUNFO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,POZO,-110.108253,23.807347,247.52,1668,931.2,0.6351,198.94,1,0.165785,0.009,0.0029,0.0049,0.00049,0.0049,0.0808,0.1992,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,JUAN DOMINGUEZ COTA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.95892,23.97374,103.23,5167,3311,0.2636,744.0356,10,0.853692,0.02575,0.0029,0.0049,0.00051,0.0049,0.0023,0.081,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1
3,TIRO SANTA CRUZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-110.0611,23.80554,240.89,1369,811.6,0.4125,415.7846,857,0.211852,0.1128,0.0029,0.0049,0.00049,0.0049,0.0027,0.0321,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,EL ROSARIO II,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,POZO,-110.11185,23.74221,380.12,1536,999.8,0.3513,527.7972,4106,0.877601,0.009,0.0029,0.0049,0.00049,0.0399,0.0745,1.326,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
1,"SP. A.P. 1, L. 9, COL. SIN.",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SANTO DOMINGO,POZO,-111.72009,25.13549,204.765,928,512.6667,0.4116,187.248,1,9.224505,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,L. 16-17 COL. LAGUNA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SANTO DOMINGO,POZO,-111.8038,25.2401,244.185,1593,789.3333,0.6076,199.2,1,3.146125,0.009,0.0029,0.0104,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,"L. 20, EJ. STO. DOMINGO",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SANTO DOMINGO,POZO,-111.92221,25.5047,251.97,12830,9503.6667,0.4142,3426.24,1,9.579012,0.009,0.0029,0.0049,0.00049,0.0049,0.0078,0.1215,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
3,EL SARGENTO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.964667,23.96966,130.98,,277.8,0.5234,57.6926,265,0.742984,0.1244,0.0029,0.0071,0.00049,0.0049,0.0014,0.024,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
1,"RANCHO AGUA DULCE, GVO. GLEZ.",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,POZO,-111.4857,26.2279,249.66,1153,678,0.2563,241.4624,10,8.444545,0.009,0.0029,0.0049,0.00049,0.0049,0.0051,0.0564,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO NO. 14,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,POZO,-111.50755,26.24466,221.19,3100,1471.2,0.8969,352.2976,521,5.677573,0.0485,0.0029,0.0067,0.00049,0.0049,0.022,0.7512,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
2,POZO 2A,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,SAN JUAN B. LONDO,POZO,-111.54894,26.30176,205.86,2363,1158,0.3557,362.1936,1,6.520263,0.009,0.0029,0.0049,0.00049,0.0049,0.0025,0.0484,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,MULEGE 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,MULEGE,POZO,-112.00146,26.88679,189.435,1584,890.6,0.3542,287.2224,1,8.844383,0.009,0.0029,0.0049,0.00049,0.0049,0.0021,0.0373,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,MULEGE 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,MULEGE,POZO,-112.05319,26.85661,208.05,1376,720.8,0.2572,313.1522,3654,7.535822,0.0156,0.0029,0.0049,0.00149,0.0049,0.0279,1.47,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
2,CNA-SI-03 (EJ. ALFREDO V. BONFIL),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,POZO,-112.762754,27.3359,378,642,748,0.3102,341.7525,240,4.060667,0.009,0.0029,0.0049,0.00049,0.0049,0.0169,0.3243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,BENITO JUAREZ 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.7937,27.9193,103.13,950,608.67,0.3062,241.5623,43,3.863066,0.009,0.0029,0.006,0.00049,0.0049,0.0044,0.0703,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,LAGUNEROS 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.67867,27.82175,140,446,540,0.3823,266.0324,1,1.313023,0.009,0.0029,0.0335,0.00049,0.0049,0.0019,0.0436,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,DIAZ ORDAZ 2. 2A. ETAPA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.4545,27.7335,150,412,552,0.7995,68.1075,1,3.383635,0.0109,0.0029,0.042,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO Z.A #13 G. DIAZ ORDAZ (ANTES RANCHO EL PILOTO 2),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.44772,27.62943,135,1436,1812,0.2943,797.9758,93,13.83286,0.009,0.0029,0.011,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
3,E. ZAPATA 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.3826,27.5469,187,1192,1712,0.272,625.8848,9,10.400343,0.009,0.0029,0.0595,0.00049,0.0049,0.0377,1.244,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
1,CARACOL 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.34142,27.5281,161,443,496,0.3593,236.6757,4,5.489275,0.009,0.0029,0.0312,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,EL SILENCIO 2 (CNA-VIZ-51),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.2982,27.4703,172,802,988,0.3116,437.1921,1,19.438806,0.009,0.0029,0.0128,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,GMO. PRIETO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAINO,POZO,-113.2666,27.8332,154,506,444,0.7633,84.8712,1,3.959387,0.009,0.0029,0.041,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,HIELERA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,POZO,-109.897306,22.902244,111.605,951,500.8,0.2671,166.4544,1019,13.644042,0.009,0.0029,0.0049,0.00049,0.0049,0.0094,0.4138,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1,POZO NO.VII R(ANTES A.P. VII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.29474,24.13871,115.44,736,405.4,0.2072,153.1838,1,8.085917,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO NO. 197-A,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.35254,24.099,178.71,1011,556.6,0.19,213.144,1,2.136936,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO NO. 145,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.33359,24.08122,162.06,4960,3299,0.19,1541.785,4352,6.361578,0.009,0.0029,0.0049,0.00049,0.0049,0.0288,1.419,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
2,POZO NO. XII (ANTES A.P. XII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.30773,24.08008,208.68,2860,27215.8,0.3848,672.4172,63,5.869769,0.009,0.0029,0.0071,0.00049,0.0049,0.008,0.4969,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0
2,A.P. NO. X,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.31538,24.05496,170.94,2004,1433.8,0.2781,606.767,1,7.321045,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0655,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO NO. XI (ANTES A.P. XI),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.31963,24.04636,138.75,2105,1780,0.19,616.714,1,7.406388,0.009,0.0029,0.0049,0.00049,0.0049,0.002,0.0863,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
1,POZO NO. XVII,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.32825,24.0301,163.17,712,453.4,0.19,198.94,1,2.785682,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0644,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO NO. XXII (ANTES A.P. XXII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.32911,24.01131,150.96,680,404.8,0.19,179.046,350,2.808599,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO NO. XXIV (ANTES A.P. XXIV),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.351111,23.992694,230.88,805,471,0.226,230.7704,1,2.378314,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0465,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO NO. XXVI (ANTES A.P. XXVI),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.372139,23.97425,222,974,535.6,0.3068,230.7704,1,1.824558,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO NO. 378-R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.37261,24.05342,168.72,3690,2421.2,0.19,1145.4,5794,18.525663,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0578,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1
2,POZO CLAVE 42,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.92619,23.96589,66.6,3380,2884.6,0.19,835.548,313,9.016116,0.009,0.0029,0.0049,0.00049,0.0049,0.0036,0.1404,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
3,POZO CLAVE 14-R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.90588,23.96004,144.3,4920,3160.8,0.2229,1310.73,86,21.157155,0.009,0.0029,0.0049,0.00049,0.0049,0.0229,1.079,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0
3,POZO CLAVE 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.89282,23.96127,229.77,3380,1861,0.8119,616.714,1421,3.106493,0.009,0.0029,0.0049,0.00049,0.0049,0.0028,0.0602,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
1,POZO CLAVE 35R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.91576,23.93433,155.4,1134,530.2,0.7515,151.392,1,6.633247,0.009,0.0029,0.0055,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO CLAVE 91,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.96126,23.94544,127.65,748,258.3333,0.4462,75.696,1,0.834827,0.0569,0.0029,0.005,0.00049,0.0049,0.0014,0.026,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,POZO NO. 5 PIDER,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.705375,23.315977,144.3,597,363,0.3728,199.8992,10,1.217581,0.009,0.0029,0.0049,0.00049,0.0049,0.0023,0.0388,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO SAN BERNABE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.69954,23.14838,85.47,266,249.2,0.2664,91.0432,1,2.752412,0.009,0.0029,0.0049,0.00049,0.0049,0.0025,0.0607,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO JAVIER ARAMBURO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.697542,23.06715,202.02,1469,682.8,2.2275,184.0656,14136,2.146111,0.009,0.0029,0.0049,0.00049,0.0049,0.0096,0.0257,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
2,POZO DEL SISTEMA DE AGUA POTABLE DE CANDELARIA-CAMPECHE,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-91.04672,18.1868,316.11,2119,1408,0.9497,747.99,40,0.526,0.009,0.0029,0.0049,0.00049,0.0049,0.00425,0.15967,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO DEL SISTEMA DE AGUA POTABLE DE CHULBAC,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.55914,19.74566,145.16,3404,2386,0.2482,777.89,1,5.4536,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.15314,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
2,POZO 1 ORIENTE DE LA GALERIA FILTRANTE DE CHINA,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.49801,19.77364,199.5,1591,1054,0.2655,729.83,1,3.0816,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.26019,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1,POZO DEL SISTEMA DE AGUA POTABLE DE UAYAMON,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.42225,19.65788,278.86,766,514,0.3207,305.22,1,1.0098,0.009,0.0029,0.0049,0.00049,0.0049,0.0061,0.2531,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO DEL SISTEMA DE AGUA POTABLE DE SEYBAPLAYA,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.65317,19.63013,261.67,2404,1572,0.3284,781.55,1,4.0016,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.2197,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO DEL SISTEMA DE AGUA POTABLE DE VILLA MADERO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.70225,19.52958,291.28,5791,3606,0.6042,580.24,40,3.1708,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.2695,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
2,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ULUMAL,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.62253,19.27276,245.44,1366,907,0.9832,955.22,40,1.1968,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.2799,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1,POZO DEL SISTEMA DE AGUA POTABLE DE ALFREDO V. BONFIL,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.17564,19.52199,267.4,957,638,0.2462,376.96,1,2.1879,0.009,0.0029,0.0049,0.00049,0.0049,0.0091,0.2901,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO DEL SISTEMA DE AGUA POTABLE DE PUEBLO NUEVO,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.12211,19.74728,309.42,1332,878,0.6138,475.64,1,2.6617,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.1986,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO 6 DEL SISTEMA DE AGUA POTABLE DE HOPELCHEN,PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,-89.85167,19.74251,319.93,1211,803,1.658,315.78,1,1.0291,0.009,0.0029,0.0049,0.00049,0.0049,0.0104,0.13971,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2,POZO 3 DEL SISTEMA DE AGUA POTABLE DE BOLONCHEN DE REJON,PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,-89.74793,20.00898,300.83,1751,1158,1.4981,584.19,1,0.838,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.1399,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3,POZO DEL SISTEMA DE AGUA POTABLE DE NOHALAL,PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-89.90955,20.10319,305.6,1802,1191,1.7838,722.34,1,1.4103,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.2499,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
2,POZO 1 DEL SISTEMA DE AGUA POTABLE DE HECELCHAKAN,PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-90.1235,20.1959,296.05,2266,1485,0.4265,659.18,1,5.4816,0.009,0.0029,0.0049,0.00049,0.0049,0.00493,0.024,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO DEL SISTEMA DE AGUA POTABLE DE POMUCH,PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-90.16612,20.14573,279.82,2762,1777,0.5588,951.28,1,4.3521,0.009,0.0029,0.0049,0.00049,0.0049,0.01431,0.024,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO 3 DEL SISTEMA DE AGUA POTABLE DE TENABO,PENINSULA DE YUCATAN,CAMPECHE,TENABO,PENINSULA DE YUCATAN,POZO,-90.22615,20.02983,241.62,2486,1595,0.828,832.86,1,2.1409,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO DEL SISTEMA DE AGUA POTABLE DE DZITBALCHE,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,PENINSULA DE YUCATAN,POZO,-90.059102,20.321355,304.65,2595,1699,0.489,773.65,1,8.3893,0.009,0.0029,0.0049,0.00049,0.0049,0.002,0.024,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2,POZO 2 DEL SISTEMA DE AGUA POTABLE DE CALKINI,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,PENINSULA DE YUCATAN,POZO,-90.0605,20.37721,297.01,3207,2097,0.2469,959.17,1,5.6645,0.009,0.0029,0.0049,0.00049,0.0049,0.00479,0.024,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
1,POZO DEL SISTEMA DE AGUA POTABLE DE CENTENARIO,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,PENINSULA DE YUCATAN,POZO,-90.288313,18.648749,275.04,720,502,0.9052,284.2,1,0.6119,0.009,0.0029,0.0049,0.00049,0.0049,0.0251,0.2005,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO DEL SISTEMA DE AGUA POTABLE DE BEL HA,PENINSULA DE YUCATAN,CAMPECHE,CALAKMUL,PENINSULA DE YUCATAN,POZO,-89.31538,18.93264,194.82,3666,2398,2.0459,376.96,1,1.3889,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.11491,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
1,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,PENINSULA DE YUCATAN,POZO,-90.72135,18.6058,147.07,1044,712,0.4386,238.81,1,1.0532,0.009,0.0029,0.0049,0.00049,0.0049,0.0024,0.2008,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,PENINSULA DE YUCATAN,POZO,-90.92259,18.77386,173.81,1022,693,0.2079,256.57,1,0.9395,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.2641,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO DE A.P. EL RAMONAL,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-90.66071,17.83397,289.37,2073,1379,0.8061,707.55,1,0.6267,0.009,0.0029,0.0049,0.00049,0.0049,0.0831,0.11319,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
